# 40c15c8c-8025-412f-92dc-30704928043e
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1706.9122369; -21.6620570; -65.3008105; 2.8533617; 0.0032148; 51.0678287; -7.1001730
1708.9109631; -22.2240593; -67.2188917; 2.8597688; 0.0031989; 50.7891773; -7.4115424
1710.9096894; -22.7737813; -69.1405157; 2.8661539; 0.0031904; 50.4966656; -7.5404987
1712.9084157; -23.3112519; -71.0656529; 2.8725216; 0.0031812; 50.1973152; -7.6267417
1714.9071420; -23.8364605; -72.9941291; 2.8788692; 0.0031674; 49.8927140; -7.7666149
1716.9058682; -24.3494491; -74.9258790; 2.8851774; 0.0031450; 49.5806035; -8.0251955
1718.9045945; -24.8503079; -76.8608770; 2.8914290; 0.0031083; 49.2560240; -8.1666828
1720.9033208; -25.3391220; -78.7988945; 2.8976007; 0.0030638; 48.9235115; -8.3736812
1722.9020470; -25.8160587; -80.7398539; 2.9036695; 0.0030090; 48.5802077; -8.6717555
1724.9007733; -26.2813435; -82.6837304; 2.9096120; 0.0029339; 48.2221075; -8.8323310
1726.8994996; -26.7352041; -84.6302253; 2.9153941; 0.0028456; 47.8546218; -9.0694178
1728.8982259; -27.1779878; -86.5792518; 2.9209752; 0.0027391; 47.4743116; -9.4215001
1730.8969521; -27.6101241; -88.5307886; 2.9263363; 0.0026237; 47.0759839; -9.5872397
1732.8956784; -28.0319970; -90.4844558; 2.9314624; 0.0025041; 46.6671589; -9.8235759
1734.8944047; -28.4440847; -92.4401928; 2.9363426; 0.0023793; 46.2445072; -10.1228885
1736.8931310; -28.8468997; -94.3980147; 2.9409693; 0.0022492; 45.8048980; -10.2449182
1738.8918572; -29.2408796; -96.3574795; 2.9453327; 0.0021152; 45.3556513; -10.4246777
1740.8905835; -29.6265719; -98.3185831; 2.9494208; 0.0019755; 44.8939077; -10.6254695
1742.8893098; -30.0045631; -100.2814048; 2.9532214; 0.0018257; 44.4183311; -10.6753232
1744.8880360; -30.3753619; -102.2454692; 2.9567335; 0.0017158; 43.9353393; -10.7597501
1746.8867623; -30.7393751; -104.2106655; 2.9601344; 0.0016877; 43.4430944; -10.8467412
1748.8854886; -31.0968490; -106.1775370; 2.9634644; 0.0016407; 42.9411588; -10.8293473
1750.8842149; -31.4477880; -108.1451112; 2.9666959; 0.0015989; 42.4341056; -10.8315865
1752.8829411; -31.7924152; -110.1136955; 2.9698668; 0.0015744; 41.9208130; -10.8408884
1754.8816674; -32.1309468; -112.0839937; 2.9730049; 0.0015678; 41.4007081; -10.7818413
1756.8803937; -32.4632034; -114.0547618; 2.9761374; 0.0015711; 40.8768728; -10.7357270
1758.8791200; -32.7892431; -116.0264165; 2.9792921; 0.0015861; 40.3485213; -10.7080557
1760.8778462; -33.1091477; -117.9998590; 2.9824890; 0.0016136; 39.8145479; -10.6283268
1762.8765725; -33.4225850; -119.9736940; 2.9857450; 0.0016475; 39.2773725; -10.5571595
1764.8752988; -33.7294867; -121.9483366; 2.9890785; 0.0016888; 38.7364202; -10.5135449
1766.8740250; -34.0298387; -123.9248172; 2.9925061; 0.0017412; 38.1900884; -10.4214370
1768.8727513; -34.3232239; -125.9017544; 2.9960410; 0.0017984; 37.6407180; -10.3326837
1770.8714776; -34.6094629; -127.8794720; 2.9996972; 0.0018608; 37.0879932; -10.2772435
1772.8702039; -34.8884254; -129.8589283; 3.0035044; 0.0019494; 36.5299390; -10.1722486
1774.8689301; -35.1596279; -131.8391200; 3.0074873; 0.0020341; 35.9690612; -10.0650352
1776.8676564; -35.4227421; -133.8201258; 3.0116341; 0.0021165; 35.4053508; -10.0010111
1778.8663827; -35.6772308; -135.8024965; 3.0163624; 0.0026143; 34.8361924; -9.8822291
1780.8651090; -35.9212882; -137.7851214; 3.0219253; 0.0028195; 34.2645087; -9.7600887
1782.8638352; -36.1544562; -139.7711407; 3.0274976; 0.0027528; 33.6903705; -9.6526427
1784.8625615; -36.3763942; -141.7560090; 3.0329767; 0.0027344; 33.1127631; -9.5186700
1786.8612878; -36.5876066; -143.7434650; 3.0384971; 0.0028447; 32.5331316; -9.3794130
1788.8600140; -36.7876591; -145.7336783; 3.0443938; 0.0030498; 31.9516962; -9.2591863
1790.8587403; -36.9753493; -147.7225955; 3.0506761; 0.0032401; 31.3671442; -9.1135776
1792.8574666; -37.1502043; -149.7133598; 3.0573775; 0.0034903; 30.7809461; -8.9611767
1794.8561929; -37.3112927; -151.7069005; 3.0646377; 0.0037165; 30.1934556; -8.8045530
1796.8549191; -37.4578178; -153.6995598; 3.0715914; 0.0032492; 29.6048810; -8.6338406
1798.8536454; -37.5914055; -155.6955440; 3.0780301; 0.0034935; 29.0161267; -8.4621706
1800.8523717; -37.7108324; -157.6902272; 3.0858287; 0.0043194; 28.4272490; -8.2839443
1802.8510980; -37.8131714; -159.6881441; 3.0952677; 0.0051214; 27.8387107; -8.0823078
1804.8498242; -37.8950128; -161.6855634; 3.1062278; 0.0057637; 27.2522507; -7.8814264
1806.8485505; -37.9537902; -163.6812968; 3.1182417; 0.0062807; 26.6679497; -7.6068982
1808.8472768; -37.9874954; -165.6819013; 3.1314766; 0.0069546; 26.0915949; -7.3414925
1810.8460030; -37.9933460; -167.6813666; -3.1370816; 0.0076953; 25.5230104; -7.0816848
1812.8447293; -37.9684790; -169.6774945; -3.1209188; 0.0085249; 24.9622787; -6.7076151
1814.8434556; -37.9093702; -171.6770335; -3.1028071; 0.0095873; 24.4192954; -6.3659205
1816.8421819; -37.8120136; -173.6739346; -3.0826239; 0.0105699; 23.8925621; -6.0560201
1818.8409081; -37.6726563; -175.6661512; -3.0605705; 0.0115258; 23.3804591; -5.6707095
1820.8396344; -37.4872555; -177.6564472; -3.0364968; 0.0125743; 22.8905543; -5.3286518
1822.8383607; -37.2516639; -179.6430960; -3.0102553; 0.0136619; 22.4204470; -5.0751414
1824.8370870; -36.9622823; -181.6198603; -2.9818435; 0.0147582; 21.9633515; -4.8322504
1826.8358132; -36.6150742; -183.5855910; -2.9513357; 0.0158145; 21.5191105; -4.5971387
1828.8345395; -36.2049210; -185.5442802; -2.9186745; 0.0168263; 21.0877991; -4.4402606
1830.8332658; -35.7297876; -187.4852214; -2.8840096; 0.0178795; 20.6626605; -4.2817133
1832.8319920; -35.1860043; -189.4067834; -2.8472815; 0.0188927; 20.2442484; -4.0945773
1834.8307183; -34.5696480; -191.3077718; -2.8084848; 0.0199416; 19.8358694; -3.9218191
1836.8294446; -33.8772239; -193.1848536; -2.7675606; 0.0209969; 19.4366775; -3.7976901
1838.8281709; -33.1067901; -195.0304956; -2.7243508; 0.0221440; 19.0421465; -3.6875356
1840.8268971; -32.2569553; -196.8369582; -2.6789936; 0.0233149; 18.6510749; -3.5912551
1842.8256234; -31.3228410; -198.6040081; -2.6312190; 0.0245063; 18.2621665; -3.5233733
1844.8243497; -30.3021985; -200.3251121; -2.5810792; 0.0255819; 17.8723867; -3.4678928
1846.8230760; -29.1968947; -201.9884980; -2.5285157; 0.0273457; 17.4802594; -3.3836450
1848.8218022; -28.0044789; -203.5865817; -2.4718793; 0.0296504; 17.0889880; -3.2417548
1850.8205285; -26.7161848; -205.1154637; -2.4102157; 0.0316891; 16.7055305; -2.9742272
1852.8192548; -25.3385065; -206.5555860; -2.3462358; 0.0324457; 16.3458073; -2.4846615
1854.8179810; -23.8676947; -207.9061299; -2.2805981; 0.0334724; 16.0391116; -2.0398703
1856.8167073; -22.3063901; -209.1578791; -2.2121245; 0.0347959; 15.7828646; -1.6381265
1858.8154336; -20.6606150; -210.2987293; -2.1413991; 0.0358732; 15.5740323; -1.2960908
1860.8141599; -18.9435434; -211.3155022; -2.0692357; 0.0365346; 15.4067979; -1.1798453
1862.8128861; -17.1537599; -212.2058823; -1.9954141; 0.0371948; 15.2529684; -1.1185183
1864.8116124; -15.3018435; -212.9609942; -1.9202517; 0.0379077; 15.1056884; -1.1287113
1866.8103387; -13.3993753; -213.5732692; -1.8438204; 0.0386517; 14.9555960; -1.1394063
1868.8090650; -11.4548908; -214.0370489; -1.7658179; 0.0393831; 14.8025379; -1.1430158
1870.8077912; -9.4800445; -214.3462918; -1.6861450; 0.0402429; 14.6473881; -1.1464062
1872.8065175; -7.4883394; -214.4956510; -1.6048162; 0.0412108; 14.4901095; -1.1574710
1874.8052438; -5.4895620; -214.4807170; -1.5215175; 0.0421589; 14.3295617; -1.1646954
1876.8039700; -3.4994683; -214.2975929; -1.4362437; 0.0431265; 14.1661753; -0.9795029
1878.8026963; -1.5341256; -213.9440575; -1.3489753; 0.0443845; 14.0272951; -0.6424132
1880.8014226; 0.3929785; -213.4176063; -1.2587832; 0.0458306; 13.9354580; 0.2119291
1882.8001489; 2.2617185; -212.7180035; -1.1659680; 0.0470338; 13.9658214; 1.0346072
1884.7988751; 4.0567671; -211.8477218; -1.0740986; 0.0434130; 14.1131131; 1.6284292
1886.7976014; 5.7747281; -210.8222697; -0.9930535; 0.0381990; 14.3418802; 1.8978775
1888.7963277; 7.4072365; -209.6688605; -0.9191510; 0.0358092; 14.6039791; 1.5212334
1890.7950540; 8.9503293; -208.4026084; -0.8479711; 0.0359415; 14.8107145; 1.1032263
1892.7937802; 10.4014985; -207.0259701; -0.7753199; 0.0365092; 14.9588555; 0.5506970
1894.7925065; 11.7484920; -205.5468821; -0.7019155; 0.0369472; 15.0322567; -0.0665817
1896.7912328; 12.9809098; -203.9749323; -0.6278070; 0.0372905; 15.0234013; -0.3286324
1898.7899590; 14.0940616; -202.3134619; -0.5525998; 0.0378176; 14.9796159; -0.5727380
1900.7886853; 15.0774892; -200.5742071; -0.4763767; 0.0385622; 14.9029997; -0.9301541
1902.7874116; 15.9251994; -198.7623566; -0.3986157; 0.0392733; 14.7777249; -0.9368326
1904.7861379; 16.6278178; -196.8899317; -0.3190819; 0.0401150; 14.6504679; -0.9421248
1906.7848641; 17.1769447; -194.9712178; -0.2380630; 0.0410800; 14.5213674; -0.9462096
1908.7835904; 17.5680811; -193.0090548; -0.1552135; 0.0418130; 14.3905414; -0.6161731
1910.7823167; 17.7938920; -191.0214261; -0.0709363; 0.0421981; 14.3047041; -0.0941312
1912.7810430; 17.8512668; -189.0264867; 0.0134057; 0.0419141; 14.2915456; 0.8807752
1914.7797692; 17.7422495; -187.0335319; 0.0952871; 0.0401115; 14.4141990; 1.3846681
1916.7784955; 17.4727772; -185.0533043; 0.1751554; 0.0397621; 14.6049402; 1.3963347
1918.7772218; 17.0487160; -183.1057863; 0.2531630; 0.0383345; 14.7947984; 1.3313285
1920.7759480; 16.4756771; -181.1908980; 0.3276514; 0.0363375; 14.9735761; 1.2228006
1922.7746743; 15.7647177; -179.3234991; 0.3997475; 0.0358676; 15.1359198; 1.1837530
1924.7734006; 14.9227605; -177.5133576; 0.4707406; 0.0351957; 15.2914376; 1.1861501
1926.7721269; 13.9537530; -175.7636335; 0.5405548; 0.0344856; 15.4456998; 1.2031253
1928.7708531; 12.8658395; -174.0841322; 0.6088208; 0.0338195; 15.6006115; 1.2810579
1930.7695794; 11.6691798; -172.4844456; 0.6753880; 0.0329118; 15.7638843; 1.3872793
1932.7683057; 10.3689121; -170.9661559; 0.7410801; 0.0330694; 15.9388090; 1.5234640
1934.7670320; 8.9722286; -169.5381343; 0.8076578; 0.0331557; 16.1287199; 1.8584842
1936.7657582; 7.4859978; -168.2050177; 0.8704772; 0.0296428; 16.3574084; 2.3489109
1938.7644845; 5.9248323; -166.9629521; 0.9256988; 0.0257280; 16.6419490; 2.8151259
1940.7632108; 4.2963538; -165.7989237; 0.9734256; 0.0216612; 16.9766840; 3.5783654
1942.7619370; 2.6216989; -164.7077947; 1.0115223; 0.0165275; 17.3928763; 4.4139184
1944.7606633; 0.9135524; -163.6731769; 1.0388722; 0.0106523; 17.8929197; 3.7897811
1946.7593896; -0.8199851; -162.6731036; 1.0542004; 0.0045838; 18.3113638; 1.0426788
1948.7581159; -2.5604357; -161.6900966; 1.0570218; -0.0017215; 18.4248231; -2.9787534
1950.7568421; -4.2966756; -160.7014376; 1.0470781; -0.0083347; 18.0988033; -4.6879590
1952.7555684; -6.0188708; -159.6824429; 1.0237740; -0.0147667; 17.5734682; -6.0405749
1954.7542947; -7.7087906; -158.6142594; 0.9885250; -0.0205589; 16.8724590; -5.0573615
1956.7530209; -9.3558052; -157.4760089; 0.9419437; -0.0256955; 16.2623280; -4.4217056
1958.7517472; -10.9378565; -156.2578188; 0.8855945; -0.0305860; 15.7094797; -3.6619884
1960.7504735; -12.4459422; -154.9430701; 0.8207112; -0.0343568; 15.2364408; -3.3157422
1962.7491998; -13.8591613; -153.5289954; 0.7483950; -0.0376878; 14.7950872; -3.0765587
1964.7479260; -15.1582808; -152.0171868; 0.6703907; -0.0407341; 14.3734550; -2.9082765
1966.7466523; -16.3323753; -150.4015468; 0.5852984; -0.0442116; 13.9631841; -2.8342216
1968.7453786; -17.3550540; -148.6956061; 0.4929496; -0.0492962; 13.5514149; -2.7632578
1970.7441049; -18.2111485; -146.8868740; 0.3900413; -0.0524267; 13.1375360; -2.7136281
1972.7428311; -18.8724468; -145.0040328; 0.2853864; -0.0527210; 12.7179894; -2.7087494
1974.7415574; -19.3324960; -143.0580483; 0.1782903; -0.0546059; 12.2849158; -2.6775515
1976.7402837; -19.5772992; -141.0689103; 0.0653904; -0.0581932; 11.8412740; -2.8106320
1978.7390099; -19.5890228; -139.0706456; -0.0552355; -0.0629247; 11.3569539; -1.9535972
1980.7377362; -19.3488823; -137.0834061; -0.1867113; -0.0671932; 11.0077695; -1.1368067
1982.7364625; -18.8463785; -135.1540742; -0.3241761; -0.0711012; 10.7993824; 0.2766445
1984.7351888; -18.0722125; -133.3037837; -0.4689215; -0.0731311; 10.8504623; 0.7977407
1986.7339150; -17.0423204; -131.5970950; -0.6174372; -0.0737960; 10.9964296; 1.4869995
1988.7326413; -15.7748825; -130.0588650; -0.7589882; -0.0680079; 11.2634663; 1.9933155
1990.7313676; -14.3108647; -128.7033701; -0.8850646; -0.0572987; 11.6117982; 1.9672916
1992.7300939; -12.7028832; -127.5244917; -0.9884404; -0.0496395; 11.9456273; 1.7379397
1994.7288201; -10.9798425; -126.5094688; -1.0887330; -0.0505226; 12.2329614; 1.6851167
1996.7275464; -9.1691952; -125.6762236; -1.1907935; -0.0520481; 12.5052596; 1.7749042
1998.7262727; -7.2766628; -125.0334789; -1.2958689; -0.0510671; 12.7857973; 1.9326908
2000.7249989; -5.3274639; -124.5853350; -1.3916494; -0.0447630; 13.0844355; 2.2912518
2002.7237252; -3.3479453; -124.3131579; -1.4743702; -0.0380793; 13.4298780; 2.5405730
2004.7224515; -1.3477254; -124.1927942; -1.5451757; -0.0321948; 13.8028056; 2.9859873
2006.7211778; 0.6520564; -124.2006960; -1.6017293; -0.0244215; 14.2286256; 3.4063574
2008.7199040; 2.6489912; -124.3076252; -1.6459387; -0.0211516; 14.6993380; 3.7318535
2010.7186303; 4.6343543; -124.4982376; -1.6864904; -0.0192203; 15.1983040; 4.2052136
2012.7173566; 6.6162756; -124.7647721; -1.7212353; -0.0155342; 15.7416196; 4.5205708
2014.7160829; 8.5884383; -125.0927516; -1.7488747; -0.0122714; 16.3055007; 4.8088633
2016.7148091; 10.5494835; -125.4685043; -1.7703249; -0.0092562; 16.8846841; 5.1134680
2018.7135354; 12.5063782; -125.8816276; -1.7866488; -0.0070595; 17.4795138; 5.2845300
2020.7122617; 14.4561796; -126.3221918; -1.7988348; -0.0053771; 18.0736842; 5.4488310
2022.7109879; 16.3992201; -126.7832797; -1.8083270; -0.0041482; 18.6665343; 5.4465095
2024.7097142; 18.3409584; -127.2614383; -1.8159309; -0.0034508; 19.2408853; 5.4705517
2026.7084405; 20.2774686; -127.7526073; -1.8224163; -0.0033056; 19.8010085; 5.4936888
2028.7071668; 22.2112215; -128.2567607; -1.8293569; -0.0036225; 20.3479900; 5.4061654
2030.7058930; 24.1415512; -128.7747451; -1.8365470; -0.0035733; 20.8722684; 5.4228205
2032.7046193; 26.0682654; -129.3065383; -1.8436367; -0.0035148; 21.3852532; 5.4413199
2034.7033456; 27.9912280; -129.8518608; -1.8505913; -0.0034439; 21.8879070; 5.3679866
2036.7020719; 29.9101941; -130.4103519; -1.8574074; -0.0033769; 22.3727232; 5.3798850
2038.7007981; 31.8254371; -130.9818097; -1.8640927; -0.0033150; 22.8482949; 5.3950066
2040.6995244; 33.7370564; -131.5660085; -1.8706611; -0.0032570; 23.3154640; 5.3287686
2042.6982507; 35.6444847; -132.1625318; -1.8771144; -0.0032011; 23.7678851; 5.3374338
2044.6969769; 37.5481934; -132.7712914; -1.8834619; -0.0031553; 24.2125691; 5.3497686
2046.6957032; 39.4482968; -133.3921355; -1.8897320; -0.0031160; 24.6502322; 5.2884026
2048.6944295; 41.3440508; -134.0246238; -1.8958751; -0.0030317; 25.0753681; 5.2965850
2050.6931558; 43.2361464; -134.6686374; -1.9017958; -0.0028464; 25.4940568; 5.3081057
2052.6918820; 45.1248428; -135.3234957; -1.9072151; -0.0025684; 25.9068685; 5.2553064
2054.6906083; 47.0097208; -135.9877527; -1.9118634; -0.0020838; 26.3091937; 5.2649441
2056.6893346; 48.8920833; -136.6599322; -1.9154975; -0.0015096; 26.7061797; 5.2765448
2058.6880609; 50.7725452; -137.3378258; -1.9178615; -0.0008538; 27.0982061; 5.2242568
2060.6867871; 52.6516247; -138.0187807; -1.9188154; -0.0001010; 27.4808386; 5.2297643
2062.6855134; 54.5307289; -138.7001730; -1.9182635; 0.0006551; 27.8586113; 5.2355911
2064.6842397; 56.4105973; -139.3790580; -1.9161947; 0.0014145; 28.2317419; 5.1726074
2066.6829659; 58.2925196; -140.0527389; -1.9126981; 0.0020843; 28.5956029; 4.4760096
2068.6816922; 60.1771511; -140.7185557; -1.9078938; 0.0026905; 28.9067664; 3.7571362
2070.6804185; 62.0650786; -141.3741502; -1.9019748; 0.0032332; 29.1653924; 0.3179432
2072.6791448; 63.9575932; -142.0177634; -1.8951118; 0.0036329; 29.1871732; -1.7312247
2074.6778710; 65.8544834; -142.6475507; -1.8874985; 0.0039357; 29.0683778; -3.8254038
2076.6765973; 67.7560708; -143.2623523; -1.8794315; 0.0041373; 28.8041441; -7.3839154
2078.6753236; 69.6629994; -143.8616747; -1.8712003; 0.0040945; 28.2871325; -8.2892923
2080.6740499; 71.5745369; -144.4453267; -1.8631426; 0.0038839; 27.6952309; -9.1490883
2082.6727761; 73.4904974; -145.0141412; -1.8557672; 0.0034964; 27.0268897; -9.8873236
2084.6715024; 75.4104455; -145.5698130; -1.8495241; 0.0027426; 26.2855219; -10.0793639
2086.6702287; 77.3333644; -146.1149466; -1.8448269; 0.0019332; 25.5075848; -10.2516377
2088.6689549; 79.2584032; -146.6526635; -1.8418230; 0.0010728; 24.6912221; -10.6221508
2090.6676812; 81.1845219; -147.1860145; -1.8402147; 0.0005451; 23.8158540; -10.5122846
2092.6664075; 83.1114977; -147.7173187; -1.8395686; 0.0001858; 22.9166434; -10.3822965
2094.6651338; 85.0385204; -148.2478310; -1.8393770; 0.0000058; 21.9924943; -10.5055302
2096.6638600; 86.9650806; -148.7786297; -1.8401992; -0.0008490; 21.0160522; -10.1951692
2098.6625863; 88.8897237; -149.3121963; -1.8420991; -0.0002917; 20.0229804; -9.8646164
2100.6613126; 90.8170853; -149.8474132; -1.8405119; 0.0018669; 19.0127959; -9.2214919
2102.6600389; 92.7424697; -150.3728592; -1.8323964; 0.0063394; 18.0173231; -8.4303335
2104.6587651; 94.6777890; -150.8747050; -1.8149024; 0.0116053; 17.0564965; -7.6176026
2106.6574914; 96.6254332; -151.3316015; -1.7854758; 0.0177826; 16.1391781; -6.3235508
2108.6562177; 98.5835692; -151.7175174; -1.7428650; 0.0249894; 15.3360678; -5.5584534
2110.6549439; 100.5618002; -152.0058270; -1.6858372; 0.0320127; 14.5936740; -4.6768117
2112.6536702; 102.5546469; -152.1670101; -1.6148418; 0.0389793; 13.9384356; -3.8662507
2114.6523965; 104.5483618; -152.1736594; -1.5319385; 0.0436701; 13.3725403; -3.4707510
2116.6511228; 106.5419848; -152.0062330; -1.4409569; 0.0470041; 12.8433123; -3.0189923
2118.6498490; 108.5066600; -151.6533815; -1.3442380; 0.0499753; 12.3645620; -2.9284808
2120.6485753; 110.4379835; -151.1022646; -1.2399457; 0.0545234; 11.8817478; -2.8270775
2122.6473016; 112.2826984; -150.3480451; -1.1219368; 0.0650240; 11.3962635; -0.8942245
2124.6460279; 114.0394202; -149.3510782; -0.9854034; 0.0708065; 11.2383363; -0.8385607
2126.6447541; 115.6073809; -148.1366021; -0.8344741; 0.0812337; 11.0881962; -0.8146997
2128.6434804; 116.9654095; -146.6859516; -0.6704464; 0.0810658; 10.9403552; 1.4807436
2130.6422067; 118.0745859; -145.0477975; -0.5252918; 0.0651752; 11.2076123; 1.6079460
2132.6409329; 118.9733828; -143.2560981; -0.4086338; 0.0535387; 11.4907903; 1.6207049
2134.6396592; 119.6729812; -141.3753976; -0.3043862; 0.0512334; 11.7693225; 2.0302055
2136.6383855; 120.1785979; -139.4332525; -0.2073964; 0.0448234; 12.1091950; 2.4171424
2138.6371118; 120.5056315; -137.4623617; -0.1232902; 0.0389543; 12.5018005; 3.2067132
2140.6358380; 120.6798084; -135.4732613; -0.0545426; 0.0295218; 13.0043723; 4.0733497
2142.6345643; 120.7365613; -133.4768689; -0.0054951; 0.0197904; 13.6160465; 4.6682026
2144.6332906; 120.7144637; -131.4799944; 0.0245302; 0.0108583; 14.2848745; 5.4099308
2146.6320169; 120.6477716; -129.4818413; 0.0401660; 0.0047574; 15.0227688; 5.5196916
2148.6307431; 120.5614005; -127.4817143; 0.0447802; 0.0004376; 15.7400218; 5.6104756
2150.6294694; 120.4734865; -125.4864797; 0.0420514; -0.0033827; 16.4370282; 5.4367302
2152.6281957; 120.3994868; -123.4871536; 0.0302251; -0.0085272; 17.0853437; 4.7826347
2154.6269219; 120.3595405; -121.4883747; 0.0081603; -0.0133452; 17.6359667; 4.2276388
2156.6256482; 120.3726909; -119.4946664; -0.0226035; -0.0167941; 18.1087578; 3.3645937
2158.6243745; 120.4518596; -117.4980763; -0.0568979; -0.0175114; 18.4763880; 2.6058315
2160.6231008; 120.6013978; -115.5032796; -0.0932980; -0.0190696; 18.7561616; 2.2390735
2162.6218270; 120.8268241; -113.5166896; -0.1331731; -0.0204507; 18.9932670; 1.9194101
2164.6205533; 121.1324011; -111.5446948; -0.1744594; -0.0209357; 19.1941903; 1.6963872
2166.6192796; 121.5210403; -109.5806496; -0.2161869; -0.0207611; 19.3700327; 1.7191695
2168.6180059; 121.9902887; -107.6373537; -0.2577226; -0.0208592; 19.5466229; 1.7878396
2170.6167321; 122.5388035; -105.7195991; -0.2994977; -0.0210556; 19.7285902; 1.9724905
2172.6154584; 123.1682382; -103.8236155; -0.3414896; -0.0208082; 19.9274235; 2.2734754
2174.6141847; 123.8731295; -101.9602862; -0.3810919; -0.0187129; 20.1541638; 2.5179519
2176.6129109; 124.6490037; -100.1198943; -0.4161776; -0.0167297; 20.4023457; 2.7605397
2178.6116372; 125.4898293; -98.2987935; -0.4485357; -0.0155454; 20.6710144; 3.1282939
2180.6103635; 126.3809326; -96.5161592; -0.4781099; -0.0141669; 20.9713148; 3.3574071
2182.6090898; 127.3248830; -94.7542217; -0.5050889; -0.0127802; 21.2888966; 3.5649637
2184.6078160; 128.3162479; -93.0124728; -0.5293749; -0.0114551; 21.6210058; 3.8682348
2186.6065423; 129.3434291; -91.3000628; -0.5507483; -0.0099871; 21.9756906; 4.0790347
2188.6052686; 130.4065855; -89.6052216; -0.5691524; -0.0082605; 22.3436059; 4.2646440
2190.6039949; 131.4971981; -87.9288381; -0.5837921; -0.0065123; 22.7218933; 4.5389189
2192.6027211; 132.6098563; -86.2677578; -0.5964953; -0.0061961; 23.1177107; 4.7141846
2194.6014474; 133.7426873; -84.6209553; -0.6084264; -0.0056318; 23.5217618; 4.8775267
2196.6001737; 134.8934577; -82.9876986; -0.6189126; -0.0048677; 23.9326338; 5.0666152
2198.5988999; 136.0608607; -81.3646933; -0.6279640; -0.0041860; 24.3520947; 5.1687898
2200.5976262; 137.2414995; -79.7519727; -0.6357222; -0.0036431; 24.7726968; 5.2670266
2202.5963525; 138.4335541; -78.1483133; -0.6425794; -0.0032274; 25.1940706; 5.2770963
2204.5950788; 139.6366603; -76.5516557; -0.6488566; -0.0030521; 25.6092979; 5.2863535
2206.5938050; 140.8491445; -74.9628170; -0.6547858; -0.0028850; 26.0186104; 5.2965293
2208.5925313; 142.0705710; -73.3812510; -0.6603887; -0.0027281; 26.4223525; 5.2375069
2210.5912576; 143.3010684; -71.8060444; -0.6659479; -0.0028339; 26.8156185; 5.2428190
2212.5899839; 144.5403348; -70.2379811; -0.6716813; -0.0028721; 27.2035901; 5.2484737
2214.5887101; 145.7885824; -68.6770429; -0.6774005; -0.0028509; 27.5865155; 5.1923541
2216.5874364; 147.0457772; -67.1231428; -0.6830684; -0.0028203; 27.9601865; 5.1970319
2218.5861627; 148.3116606; -65.5764166; -0.6886749; -0.0027902; 28.3292590; 5.2018342
2220.5848889; 149.5861323; -64.0367953; -0.6942223; -0.0027608; 28.6939192; 5.1493753
2222.5836152; 150.8691305; -62.5041729; -0.6997135; -0.0027337; 29.0503939; 5.1530515
2224.5823415; 152.1604574; -60.9786151; -0.7051511; -0.0027080; 29.4027969; 5.1568068
2226.5810678; 153.4600172; -59.4600757; -0.7105393; -0.0026836; 29.7512782; 5.1074813
2228.5797940; 154.7677201; -57.9485081; -0.7158774; -0.0026578; 30.0924487; 5.1102955
2230.5785203; 156.0834251; -56.4439211; -0.7211675; -0.0026392; 30.4299792; 5.1132032
2232.5772466; 157.4070563; -54.9462883; -0.7264308; -0.0026267; 30.7639955; 5.0666520
2234.5759729; 158.7385021; -53.4556158; -0.7316242; -0.0025700; 31.0914316; 5.0707902
2236.5746991; 160.0775813; -51.9717907; -0.7366688; -0.0024447; 31.4157184; 5.0750807
2238.5734254; 161.4239045; -50.4945010; -0.7413655; -0.0022534; 31.7369620; 5.0379061
2240.5721517; 162.7767943; -49.0232732; -0.7455771; -0.0019610; 32.0526684; 5.0433333
2242.5708779; 164.1354568; -47.5573379; -0.7491979; -0.0016560; 32.3656304; 5.0481888
2244.5696042; 165.4989674; -46.0959012; -0.7521911; -0.0013397; 32.6758922; 4.9656071
2246.5683305; 166.8663937; -44.6381491; -0.7545908; -0.0010615; 32.9782308; 4.9302063
2248.5670568; 168.2369178; -43.1833021; -0.7564530; -0.0008193; 33.2756964; 4.8949174
2250.5657830; 169.6098246; -41.7307072; -0.7578826; -0.0006120; 33.5684252; 4.7879233
2252.5645093; 170.9845397; -40.2798199; -0.7589635; -0.0004695; 33.8523067; 4.7546112
2254.5632356; 172.3606187; -38.8302267; -0.7597727; -0.0003528; 34.1318766; 4.7213326
2256.5619619; 173.7377184; -37.3816111; -0.7603858; -0.0002611; 34.4072420; 4.6230021
2258.5606881; 175.1155965; -35.9337231; -0.7608505; -0.0002039; 34.6747536; 4.5921541
2260.5594144; 176.4940630; -34.4864015; -0.7612069; -0.0001584; 34.9384524; 4.5612528
2262.5581407; 177.8729841; -33.0395225; -0.7614891; -0.0001241; 35.1984211; 4.4710435
2264.5568669; 179.2522794; -31.5929830; -0.7617170; -0.0001039; 35.4513981; 4.4424948
2266.5555932; 180.6318714; -30.1467351; -0.7619068; -0.0000882; 35.7009845; 4.4138164
2268.5543195; 182.0117142; -28.7007355; -0.7620715; -0.0000766; 35.9472435; 4.3307234
2270.5530458; 183.3917894; -27.2549405; -0.7622182; -0.0000702; 36.1872377; 4.3041894
